Datos Euler0.000000	 0.785398
0.000000	 0.785299
0.000063	 0.785201
0.000126	 0.785102
0.000188	 0.785004
0.000251	 0.784905
0.000314	 0.784806
0.000377	 0.784708
0.000440	 0.784609
0.000503	 0.784511
0.000565	 0.784412
0.000628	 0.784313
0.000691	 0.784215
0.000754	 0.784116
0.000817	 0.784018
0.000880	 0.783920
0.000942	 0.783821
0.001005	 0.783723
0.001068	 0.783624
0.001131	 0.783526
0.001194	 0.783428
0.001257	 0.783329
0.001319	 0.783231
0.001382	 0.783132
0.001445	 0.783034
0.001508	 0.782936
0.001571	 0.782838
0.001634	 0.782739
0.001696	 0.782641
0.001759	 0.782543
0.001822	 0.782445
0.001885	 0.782346
0.001948	 0.782248
0.002011	 0.782150
0.002073	 0.782052
0.002136	 0.781954
0.002199	 0.781856
0.002262	 0.781758
0.002325	 0.781660
0.002388	 0.781561
0.002450	 0.781463
0.002513	 0.781365
0.002576	 0.781267
0.002639	 0.781169
0.002702	 0.781071
0.002765	 0.780973
0.002827	 0.780875
0.002890	 0.780777
0.002953	 0.780680
0.003016	 0.780582
0.003079	 0.780484
0.003142	 0.780386
0.003204	 0.780288
0.003267	 0.780190
0.003330	 0.780092
0.003393	 0.779995
0.003456	 0.779897
0.003519	 0.779799
0.003581	 0.779701
0.003644	 0.779604
0.003707	 0.779506
0.003770	 0.779408
0.003833	 0.779310
0.003896	 0.779213
0.003958	 0.779115
0.004021	 0.779017
0.004084	 0.778920
0.004147	 0.778822
0.004210	 0.778725
0.004273	 0.778627
0.004335	 0.778529
0.004398	 0.778432
0.004461	 0.778334
0.004524	 0.778237
0.004587	 0.778139
0.004650	 0.778042
0.004712	 0.777944
0.004775	 0.777847
0.004838	 0.777750
0.004901	 0.777652
0.004964	 0.777555
0.005027	 0.777457
0.005089	 0.777360
0.005152	 0.777263
0.005215	 0.777165
0.005278	 0.777068
0.005341	 0.776971
0.005404	 0.776873
0.005466	 0.776776
0.005529	 0.776679
0.005592	 0.776582
0.005655	 0.776484
0.005718	 0.776387
0.005781	 0.776290
0.005843	 0.776193
0.005906	 0.776096
0.005969	 0.775999
0.006032	 0.775901
0.006095	 0.775804
0.006158	 0.775707
0.006220	 0.775610
0.006283	 0.775513
0.006346	 0.775416
0.006409	 0.775319
0.006472	 0.775222
0.006535	 0.775125
0.006597	 0.775028
0.006660	 0.774931
0.006723	 0.774834
0.006786	 0.774737
0.006849	 0.774640
0.006912	 0.774544
0.006974	 0.774447
0.007037	 0.774350
0.007100	 0.774253
0.007163	 0.774156
0.007226	 0.774059
0.007288	 0.773962
0.007351	 0.773866
0.007414	 0.773769
0.007477	 0.773672
0.007540	 0.773575
0.007603	 0.773479
0.007665	 0.773382
0.007728	 0.773285
0.007791	 0.773189
0.007854	 0.773092
0.007917	 0.772995
0.007980	 0.772899
