Datos Euler0.000000	 0.785398
0.000000	 0.785461
0.000063	 0.785524
0.000126	 0.785587
0.000188	 0.785650
0.000251	 0.785712
0.000314	 0.785775
0.000377	 0.785838
0.000440	 0.785901
0.000503	 0.785964
0.000565	 0.786027
0.000628	 0.786090
0.000691	 0.786153
0.000754	 0.786216
0.000817	 0.786279
0.000880	 0.786342
0.000942	 0.786405
0.001005	 0.786468
0.001068	 0.786531
0.001131	 0.786594
0.001194	 0.786657
0.001257	 0.786720
0.001319	 0.786783
0.001382	 0.786846
0.001445	 0.786909
0.001508	 0.786972
0.001571	 0.787035
0.001634	 0.787098
0.001696	 0.787161
0.001759	 0.787224
0.001822	 0.787287
0.001885	 0.787350
0.001948	 0.787414
0.002011	 0.787477
0.002073	 0.787540
0.002136	 0.787603
0.002199	 0.787666
0.002262	 0.787729
0.002325	 0.787792
0.002388	 0.787856
0.002450	 0.787919
0.002513	 0.787982
0.002576	 0.788045
0.002639	 0.788109
0.002702	 0.788172
0.002765	 0.788235
0.002827	 0.788298
0.002890	 0.788362
0.002953	 0.788425
0.003016	 0.788488
0.003079	 0.788551
0.003142	 0.788615
0.003204	 0.788678
0.003267	 0.788741
0.003330	 0.788805
0.003393	 0.788868
0.003456	 0.788931
0.003519	 0.788995
0.003581	 0.789058
0.003644	 0.789121
0.003707	 0.789185
0.003770	 0.789248
0.003833	 0.789312
0.003896	 0.789375
0.003958	 0.789438
0.004021	 0.789502
0.004084	 0.789565
0.004147	 0.789629
0.004210	 0.789692
0.004273	 0.789756
0.004335	 0.789819
0.004398	 0.789883
0.004461	 0.789946
0.004524	 0.790010
0.004587	 0.790073
0.004650	 0.790137
0.004712	 0.790200
0.004775	 0.790264
0.004838	 0.790327
0.004901	 0.790391
0.004964	 0.790455
0.005027	 0.790518
0.005089	 0.790582
0.005152	 0.790645
0.005215	 0.790709
0.005278	 0.790773
0.005341	 0.790836
0.005404	 0.790900
0.005466	 0.790963
0.005529	 0.791027
0.005592	 0.791091
0.005655	 0.791154
0.005718	 0.791218
0.005781	 0.791282
0.005843	 0.791346
0.005906	 0.791409
0.005969	 0.791473
0.006032	 0.791537
0.006095	 0.791600
0.006158	 0.791664
0.006220	 0.791728
0.006283	 0.791792
0.006346	 0.791856
0.006409	 0.791919
0.006472	 0.791983
0.006535	 0.792047
0.006597	 0.792111
0.006660	 0.792175
0.006723	 0.792238
0.006786	 0.792302
0.006849	 0.792366
0.006912	 0.792430
0.006974	 0.792494
0.007037	 0.792558
0.007100	 0.792622
0.007163	 0.792686
0.007226	 0.792749
0.007288	 0.792813
0.007351	 0.792877
0.007414	 0.792941
0.007477	 0.793005
0.007540	 0.793069
0.007603	 0.793133
0.007665	 0.793197
0.007728	 0.793261
0.007791	 0.793325
0.007854	 0.793389
