Datos Euler0.000000	 0.785398
0.000000	 0.785500
0.000063	 0.785601
0.000126	 0.785703
0.000188	 0.785805
0.000251	 0.785906
0.000314	 0.786008
0.000377	 0.786109
0.000440	 0.786211
0.000503	 0.786313
0.000565	 0.786414
0.000628	 0.786516
0.000691	 0.786618
0.000754	 0.786719
0.000817	 0.786821
0.000880	 0.786922
0.000942	 0.787024
0.001005	 0.787126
0.001068	 0.787227
0.001131	 0.787329
0.001194	 0.787431
0.001257	 0.787532
0.001319	 0.787634
0.001382	 0.787736
0.001445	 0.787837
0.001508	 0.787939
0.001571	 0.788041
0.001634	 0.788142
0.001696	 0.788244
0.001759	 0.788346
0.001822	 0.788448
0.001885	 0.788549
0.001948	 0.788651
0.002011	 0.788753
0.002073	 0.788854
0.002136	 0.788956
0.002199	 0.789058
0.002262	 0.789160
0.002325	 0.789261
0.002388	 0.789363
0.002450	 0.789465
0.002513	 0.789567
0.002576	 0.789668
0.002639	 0.789770
0.002702	 0.789872
0.002765	 0.789974
0.002827	 0.790075
0.002890	 0.790177
0.002953	 0.790279
0.003016	 0.790381
0.003079	 0.790482
0.003142	 0.790584
0.003204	 0.790686
0.003267	 0.790788
0.003330	 0.790890
0.003393	 0.790991
0.003456	 0.791093
0.003519	 0.791195
0.003581	 0.791297
0.003644	 0.791399
0.003707	 0.791500
0.003770	 0.791602
0.003833	 0.791704
0.003896	 0.791806
0.003958	 0.791908
0.004021	 0.792010
0.004084	 0.792111
0.004147	 0.792213
0.004210	 0.792315
0.004273	 0.792417
0.004335	 0.792519
0.004398	 0.792621
0.004461	 0.792723
0.004524	 0.792824
0.004587	 0.792926
0.004650	 0.793028
0.004712	 0.793130
0.004775	 0.793232
0.004838	 0.793334
0.004901	 0.793436
0.004964	 0.793538
0.005027	 0.793640
0.005089	 0.793741
0.005152	 0.793843
0.005215	 0.793945
0.005278	 0.794047
0.005341	 0.794149
0.005404	 0.794251
0.005466	 0.794353
0.005529	 0.794455
0.005592	 0.794557
0.005655	 0.794659
0.005718	 0.794761
0.005781	 0.794863
0.005843	 0.794965
0.005906	 0.795067
0.005969	 0.795168
0.006032	 0.795270
0.006095	 0.795372
0.006158	 0.795474
0.006220	 0.795576
0.006283	 0.795678
0.006346	 0.795780
0.006409	 0.795882
0.006472	 0.795984
0.006535	 0.796086
0.006597	 0.796188
0.006660	 0.796290
0.006723	 0.796392
0.006786	 0.796494
0.006849	 0.796596
0.006912	 0.796698
0.006974	 0.796800
0.007037	 0.796902
0.007100	 0.797004
0.007163	 0.797106
0.007226	 0.797208
0.007288	 0.797310
0.007351	 0.797413
0.007414	 0.797515
0.007477	 0.797617
0.007540	 0.797719
0.007603	 0.797821
0.007665	 0.797923
0.007728	 0.798025
0.007791	 0.798127
0.007854	 0.798229
0.007917	 0.798331
0.007980	 0.798433
0.008042	 0.798535
0.008105	 0.798637
0.008168	 0.798739
0.008231	 0.798842
0.008294	 0.798944
0.008357	 0.799046
0.008419	 0.799148
0.008482	 0.799250
0.008545	 0.799352
0.008608	 0.799454
0.008671	 0.799556
0.008734	 0.799658
0.008796	 0.799761
0.008859	 0.799863
0.008922	 0.799965
0.008985	 0.800067
0.009048	 0.800169
0.009111	 0.800271
0.009173	 0.800373
0.009236	 0.800476
0.009299	 0.800578
0.009362	 0.800680
0.009425	 0.800782
0.009488	 0.800884
0.009550	 0.800987
0.009613	 0.801089
0.009676	 0.801191
0.009739	 0.801293
0.009802	 0.801395
0.009865	 0.801497
0.009927	 0.801600
0.009990	 0.801702
0.010053	 0.801804
0.010116	 0.801906
0.010179	 0.802009
0.010242	 0.802111
0.010304	 0.802213
0.010367	 0.802315
0.010430	 0.802417
0.010493	 0.802520
0.010556	 0.802622
0.010619	 0.802724
0.010681	 0.802826
0.010744	 0.802929
0.010807	 0.803031
0.010870	 0.803133
0.010933	 0.803235
0.010996	 0.803338
0.011058	 0.803440
0.011121	 0.803542
0.011184	 0.803645
0.011247	 0.803747
0.011310	 0.803849
0.011373	 0.803951
0.011435	 0.804054
0.011498	 0.804156
0.011561	 0.804258
0.011624	 0.804361
0.011687	 0.804463
0.011750	 0.804565
0.011812	 0.804668
0.011875	 0.804770
0.011938	 0.804872
0.012001	 0.804975
0.012064	 0.805077
0.012127	 0.805179
0.012189	 0.805282
0.012252	 0.805384
0.012315	 0.805486
0.012378	 0.805589
0.012441	 0.805691
0.012504	 0.805793
0.012566	 0.805896
0.012629	 0.805998
0.012692	 0.806100
0.012755	 0.806203
0.012818	 0.806305
0.012881	 0.806408
0.012943	 0.806510
0.013006	 0.806612
0.013069	 0.806715
0.013132	 0.806817
0.013195	 0.806920
0.013258	 0.807022
0.013320	 0.807124
0.013383	 0.807227
0.013446	 0.807329
0.013509	 0.807432
0.013572	 0.807534
0.013635	 0.807637
0.013697	 0.807739
0.013760	 0.807841
0.013823	 0.807944
0.013886	 0.808046
0.013949	 0.808149
0.014012	 0.808251
0.014074	 0.808354
0.014137	 0.808456
0.014200	 0.808559
0.014263	 0.808661
0.014326	 0.808764
0.014388	 0.808866
0.014451	 0.808969
0.014514	 0.809071
0.014577	 0.809174
0.014640	 0.809276
0.014703	 0.809379
0.014765	 0.809481
0.014828	 0.809584
0.014891	 0.809686
0.014954	 0.809789
0.015017	 0.809891
0.015080	 0.809994
0.015142	 0.810096
0.015205	 0.810199
0.015268	 0.810301
0.015331	 0.810404
0.015394	 0.810506
0.015457	 0.810609
0.015519	 0.810712
0.015582	 0.810814
0.015645	 0.810917
0.015708	 0.811019
0.015771	 0.811122
0.015834	 0.811224
0.015896	 0.811327
0.015959	 0.811429
0.016022	 0.811532
0.016085	 0.811635
0.016148	 0.811737
0.016211	 0.811840
0.016273	 0.811942
0.016336	 0.812045
0.016399	 0.812148
0.016462	 0.812250
0.016525	 0.812353
0.016588	 0.812456
0.016650	 0.812558
0.016713	 0.812661
0.016776	 0.812763
0.016839	 0.812866
0.016902	 0.812969
0.016965	 0.813071
0.017027	 0.813174
0.017090	 0.813277
0.017153	 0.813379
0.017216	 0.813482
0.017279	 0.813585
0.017342	 0.813687
0.017404	 0.813790
0.017467	 0.813893
0.017530	 0.813995
0.017593	 0.814098
0.017656	 0.814201
0.017719	 0.814303
0.017781	 0.814406
0.017844	 0.814509
0.017907	 0.814612
0.017970	 0.814714
0.018033	 0.814817
0.018096	 0.814920
0.018158	 0.815022
0.018221	 0.815125
0.018284	 0.815228
0.018347	 0.815331
0.018410	 0.815433
0.018473	 0.815536
0.018535	 0.815639
0.018598	 0.815742
0.018661	 0.815844
0.018724	 0.815947
0.018787	 0.816050
0.018850	 0.816153
0.018912	 0.816255
0.018975	 0.816358
0.019038	 0.816461
0.019101	 0.816564
0.019164	 0.816666
0.019227	 0.816769
0.019289	 0.816872
0.019352	 0.816975
0.019415	 0.817078
0.019478	 0.817180
0.019541	 0.817283
0.019604	 0.817386
0.019666	 0.817489
0.019729	 0.817592
0.019792	 0.817695
0.019855	 0.817797
0.019918	 0.817900
0.019981	 0.818003
0.020043	 0.818106
0.020106	 0.818209
0.020169	 0.818312
0.020232	 0.818414
0.020295	 0.818517
0.020358	 0.818620
0.020420	 0.818723
0.020483	 0.818826
0.020546	 0.818929
0.020609	 0.819032
0.020672	 0.819134
0.020735	 0.819237
0.020797	 0.819340
0.020860	 0.819443
0.020923	 0.819546
0.020986	 0.819649
0.021049	 0.819752
0.021112	 0.819855
0.021174	 0.819958
0.021237	 0.820061
0.021300	 0.820164
0.021363	 0.820266
0.021426	 0.820369
0.021488	 0.820472
0.021551	 0.820575
0.021614	 0.820678
0.021677	 0.820781
0.021740	 0.820884
0.021803	 0.820987
0.021865	 0.821090
0.021928	 0.821193
0.021991	 0.821296
0.022054	 0.821399
0.022117	 0.821502
0.022180	 0.821605
0.022242	 0.821708
0.022305	 0.821811
0.022368	 0.821914
0.022431	 0.822017
0.022494	 0.822120
0.022557	 0.822223
0.022619	 0.822326
0.022682	 0.822429
0.022745	 0.822532
0.022808	 0.822635
0.022871	 0.822738
0.022934	 0.822841
0.022996	 0.822944
0.023059	 0.823047
0.023122	 0.823150
0.023185	 0.823253
0.023248	 0.823356
0.023311	 0.823459
0.023373	 0.823562
0.023436	 0.823665
0.023499	 0.823768
0.023562	 0.823871
0.023625	 0.823974
0.023688	 0.824078
0.023750	 0.824181
0.023813	 0.824284
0.023876	 0.824387
0.023939	 0.824490
0.024002	 0.824593
0.024065	 0.824696
0.024127	 0.824799
0.024190	 0.824902
0.024253	 0.825005
0.024316	 0.825109
0.024379	 0.825212
0.024442	 0.825315
0.024504	 0.825418
0.024567	 0.825521
0.024630	 0.825624
0.024693	 0.825727
